Date,Week,Workout,Exercise,Set,Target Reps,RIR,Weight,Reps Achieved,RIR Achieved,Notes
,5,Lower Hypertrophy,Leg Extension,4,15,2,55.5,15,1,
,5,Lower Hypertrophy,Leg Curl,1,15,2,55.0,15,2,
,5,Lower Hypertrophy,Leg Curl,2,15,2,55.0,15,2,
,5,Lower Hypertrophy,Leg Curl,3,15,2,49.5,15,2,
,5,Lower Hypertrophy,Leg Curl,4,15,2,47.0,15,1,
,5,Lower Hypertrophy,Seated Calf Raise,1,15,2,66.0,15,2,
,5,Lower Hypertrophy,Seated Calf Raise,2,15,2,66.0,15,2,
,5,Lower Hypertrophy,Seated Calf Raise,3,15,2,66.0,15,2,
,5,Lower Hypertrophy,Seated Calf Raise,4,15,2,66.0,15,1,
,5,Lower Hypertrophy,Hip Thrust,1,12,2,44.0,12,2,
,5,Lower Hypertrophy,Hip Thrust,2,12,2,44.0,12,2,
,5,Lower Hypertrophy,Hip Thrust,3,12,2,44.0,12,1,
20/09/2026,6,Upper Power,Barbell Bench Press,1,5,2,91.0,5,2,
1:22:10,6,Upper Power,Barbell Bench Press,2,5,2,91.0,5,2,
,6,Upper Power,Barbell Bench Press,3,5,2,91.0,5,2,
,6,Upper Power,Barbell Bench Press,4,5,2,88.0,5,1,
,6,Upper Power,Barbell Row,1,5,2,68.0,5,2,
,6,Upper Power,Barbell Row,2,5,2,68.0,5,2,
,6,Upper Power,Barbell Row,3,5,2,74.0,5,2,
,6,Upper Power,Barbell Row,4,5,2,74.0,5,1,
,6,Upper Power,Overhead Press,1,6,2,50.5,6,2,
,6,Upper Power,Overhead Press,2,6,2,50.5,6,1,
,6,Upper Power,Overhead Press,3,6,2,50.5,5,1,
,6,Upper Power,Weighted Pull-ups,1,6,2,17.0,6,2,
,6,Upper Power,Weighted Pull-ups,2,6,2,17.0,6,2,
,6,Upper Power,Weighted Pull-ups,3,6,2,17.0,6,1,
,6,Upper Power,Barbell Curl,1,8,2,9.5,8,2,
,6,Upper Power,Barbell Curl,2,8,2,11.5,8,2,
,6,Upper Power,Barbell Curl,3,8,2,11.5,8,1,
,6,Upper Power,Skull Crushers,1,8,2,11.5,8,2,
,6,Upper Power,Skull Crushers,2,8,2,11.5,8,2,
,6,Upper Power,Skull Crushers,3,8,2,11.5,8,1,
21/09/2026,6,Lower Power,Barbell Squat,1,5,2,80.0,5,2,
1:18:45,6,Lower Power,Barbell Squat,2,5,2,80.0,5,2,
,6,Lower Power,Barbell Squat,3,5,2,80.0,5,2,
,6,Lower Power,Barbell Squat,4,5,2,80.0,5,1,
,6,Lower Power,Deadlift,1,5,2,119.5,5,2,
,6,Lower Power,Deadlift,2,5,2,119.5,5,2,
,6,Lower Power,Deadlift,3,5,2,119.5,5,2,
,6,Lower Power,Deadlift,4,5,2,119.5,5,1,
,6,Lower Power,Leg Press,1,8,2,125.5,8,2,
,6,Lower Power,Leg Press,2,8,2,125.5,8,2,
,6,Lower Power,Leg Press,3,8,2,125.5,8,1,
,6,Lower Power,Leg Curl,1,8,2,74.0,8,2,
,6,Lower Power,Leg Curl,2,8,2,74.0,8,2,
,6,Lower Power,Leg Curl,3,8,2,74.0,8,1,
,6,Lower Power,Standing Calf Raise,1,10,2,34.0,10,2,
,6,Lower Power,Standing Calf Raise,2,10,2,34.0,10,2,
,6,Lower Power,Standing Calf Raise,3,10,2,34.0,10,2,
,6,Lower Power,Standing Calf Raise,4,10,2,34.0,10,1,
23/09/2026,6,Upper Hypertrophy,Incline Dumbbell Press,1,12,2,29.5,12,2,
1:28:30,6,Upper Hypertrophy,Incline Dumbbell Press,2,12,2,29.5,12,2,
,6,Upper Hypertrophy,Incline Dumbbell Press,3,12,2,28.0,12,2,
,6,Upper Hypertrophy,Incline Dumbbell Press,4,12,2,24.5,12,1,
,6,Upper Hypertrophy,Cable Row,1,12,2,47.0,12,2,
,6,Upper Hypertrophy,Cable Row,2,12,2,52.5,12,2,
,6,Upper Hypertrophy,Cable Row,3,12,2,52.5,12,2,
,6,Upper Hypertrophy,Cable Row,4,12,2,47.0,12,1,
,6,Upper Hypertrophy,Dumbbell Lateral Raise,1,15,2,8.0,15,2,
,6,Upper Hypertrophy,Dumbbell Lateral Raise,2,15,2,8.0,15,2,
,6,Upper Hypertrophy,Dumbbell Lateral Raise,3,15,2,8.0,15,2,
,6,Upper Hypertrophy,Dumbbell Lateral Raise,4,15,2,8.0,15,1,
,6,Upper Hypertrophy,Lat Pulldown,1,12,2,53.5,12,2,
,6,Upper Hypertrophy,Lat Pulldown,2,12,2,57.0,12,2,
,6,Upper Hypertrophy,Lat Pulldown,3,12,2,61.5,12,2,
,6,Upper Hypertrophy,Lat Pulldown,4,12,2,53.5,12,1,
,6,Upper Hypertrophy,Dumbbell Curl,1,12,2,7.0,12,2,
,6,Upper Hypertrophy,Dumbbell Curl,2,12,2,9.0,12,2,
,6,Upper Hypertrophy,Dumbbell Curl,3,12,2,8.0,12,1,
,6,Upper Hypertrophy,Tricep Pushdown,1,12,2,51.5,12,2,
,6,Upper Hypertrophy,Tricep Pushdown,2,12,2,51.5,12,2,
,6,Upper Hypertrophy,Tricep Pushdown,3,12,2,51.5,12,1,
,6,Upper Hypertrophy,Face Pull,1,15,2,34.0,15,2,
,6,Upper Hypertrophy,Face Pull,2,15,2,28.5,15,2,
,6,Upper Hypertrophy,Face Pull,3,15,2,28.5,15,1,
24/09/2026,6,Lower Hypertrophy,Front Squat,1,10,2,51.5,10,2,
1:20:15,6,Lower Hypertrophy,Front Squat,2,10,2,51.5,10,2,
,6,Lower Hypertrophy,Front Squat,3,10,2,51.5,10,2,
,6,Lower Hypertrophy,Front Squat,4,10,2,47.5,10,1,
,6,Lower Hypertrophy,Romanian Deadlift,1,10,2,102.5,10,2,
,6,Lower Hypertrophy,Romanian Deadlift,2,10,2,102.5,10,2,
,6,Lower Hypertrophy,Romanian Deadlift,3,10,2,102.5,10,2,
,6,Lower Hypertrophy,Romanian Deadlift,4,10,2,102.5,10,1,
,6,Lower Hypertrophy,Leg Extension,1,15,2,58.0,15,2,
,6,Lower Hypertrophy,Leg Extension,2,15,2,58.0,15,2,
,6,Lower Hypertrophy,Leg Extension,3,15,2,61.0,15,1,
,6,Lower Hypertrophy,Leg Extension,4,15,2,55.5,14,1,
,6,Lower Hypertrophy,Leg Curl,1,15,2,57.0,15,2,
,6,Lower Hypertrophy,Leg Curl,2,15,2,57.0,15,2,
,6,Lower Hypertrophy,Leg Curl,3,15,2,51.5,15,2,
,6,Lower Hypertrophy,Leg Curl,4,15,2,48.5,15,1,
,6,Lower Hypertrophy,Seated Calf Raise,1,15,2,68.5,15,2,
,6,Lower Hypertrophy,Seated Calf Raise,2,15,2,68.5,15,2,
,6,Lower Hypertrophy,Seated Calf Raise,3,15,2,68.5,15,2,
,6,Lower Hypertrophy,Seated Calf Raise,4,15,2,68.5,15,1,
27/09/2026,7,Upper Power,Barbell Bench Press,1,5,1,94.5,5,1,
1:22:10,7,Upper Power,Barbell Bench Press,2,5,1,94.5,5,1,
,7,Upper Power,Barbell Bench Press,3,5,1,94.5,5,1,
,7,Upper Power,Barbell Bench Press,4,5,1,91.0,5,0,
,7,Upper Power,Barbell Row,1,5,1,70.5,5,1,
,7,Upper Power,Barbell Row,2,5,1,70.5,5,1,
,7,Upper Power,Barbell Row,3,5,1,76.5,5,1,
,7,Upper Power,Barbell Row,4,5,1,76.5,5,0,
,7,Upper Power,Overhead Press,1,6,1,50.0,6,1,
,7,Upper Power,Overhead Press,2,6,1,50.0,6,0,
,7,Upper Power,Overhead Press,3,6,1,50.0,5,0,
,7,Upper Power,Weighted Pull-ups,1,6,1,17.5,6,1,
,7,Upper Power,Weighted Pull-ups,2,6,1,17.5,6,1,
,7,Upper Power,Weighted Pull-ups,3,6,1,17.5,6,0,
,7,Upper Power,Barbell Curl,1,8,1,10.0,8,1,
,7,Upper Power,Barbell Curl,2,8,1,12.0,8,1,
,7,Upper Power,Barbell Curl,3,8,1,12.0,8,0,
,7,Upper Power,Skull Crushers,1,8,1,12.0,8,1,
,7,Upper Power,Skull Crushers,2,8,1,12.0,8,1,
,7,Upper Power,Skull Crushers,3,8,1,12.0,8,0,
28/09/2026,7,Lower Power,Barbell Squat,1,5,1,82.5,5,1,
1:18:45,7,Lower Power,Barbell Squat,2,5,1,82.5,5,1,
,7,Lower Power,Barbell Squat,3,5,1,82.5,5,1,
,7,Lower Power,Barbell Squat,4,5,1,82.5,5,0,
,7,Lower Power,Deadlift,1,5,1,124.0,5,1,
,7,Lower Power,Deadlift,2,5,1,124.0,5,1,
,7,Lower Power,Deadlift,3,5,1,124.0,5,1,
,7,Lower Power,Deadlift,4,5,1,124.0,5,0,
,7,Lower Power,Leg Press,1,8,1,130.0,8,1,
,7,Lower Power,Leg Press,2,8,1,130.0,8,1,
,7,Lower Power,Leg Press,3,8,1,130.0,8,0,
,7,Lower Power,Leg Curl,1,8,1,76.5,8,1,
,7,Lower Power,Leg Curl,2,8,1,76.5,8,1,
,7,Lower Power,Leg Curl,3,8,1,76.5,8,0,
,7,Lower Power,Standing Calf Raise,1,10,1,35.5,10,1,
,7,Lower Power,Standing Calf Raise,2,10,1,35.5,10,1,
,7,Lower Power,Standing Calf Raise,3,10,1,35.5,10,1,
,7,Lower Power,Standing Calf Raise,4,10,1,35.5,10,0,
30/09/2026,7,Upper Hypertrophy,Incline Dumbbell Press,1,12,1,30.5,12,1,
1:28:30,7,Upper Hypertrophy,Incline Dumbbell Press,2,12,1,30.5,12,1,
,7,Upper Hypertrophy,Incline Dumbbell Press,3,12,1,29.0,12,1,
,7,Upper Hypertrophy,Incline Dumbbell Press,4,12,1,25.5,12,0,
,7,Upper Hypertrophy,Cable Row,1,12,1,48.5,12,1,
,7,Upper Hypertrophy,Cable Row,2,12,1,54.5,12,1,
,7,Upper Hypertrophy,Cable Row,3,12,1,54.5,12,1,
,7,Upper Hypertrophy,Cable Row,4,12,1,48.5,12,0,
,7,Upper Hypertrophy,Dumbbell Lateral Raise,1,15,1,8.5,15,1,
,7,Upper Hypertrophy,Dumbbell Lateral Raise,2,15,1,8.5,15,1,
,7,Upper Hypertrophy,Dumbbell Lateral Raise,3,15,1,8.5,15,1,
,7,Upper Hypertrophy,Dumbbell Lateral Raise,4,15,1,8.5,15,0,
,7,Upper Hypertrophy,Lat Pulldown,1,12,1,55.5,12,1,
,7,Upper Hypertrophy,Lat Pulldown,2,12,1,59.0,12,1,
,7,Upper Hypertrophy,Lat Pulldown,3,12,1,63.5,12,1,
,7,Upper Hypertrophy,Lat Pulldown,4,12,1,55.5,12,0,
,7,Upper Hypertrophy,Dumbbell Curl,1,12,1,7.0,12,1,
,7,Upper Hypertrophy,Dumbbell Curl,2,12,1,9.5,12,1,
,7,Upper Hypertrophy,Dumbbell Curl,3,12,1,8.5,12,0,
,7,Upper Hypertrophy,Tricep Pushdown,1,12,1,53.0,12,1,
,7,Upper Hypertrophy,Tricep Pushdown,2,12,1,53.0,12,1,
,7,Upper Hypertrophy,Tricep Pushdown,3,12,1,53.0,12,0,
,7,Upper Hypertrophy,Face Pull,1,15,1,35.5,15,1,
,7,Upper Hypertrophy,Face Pull,2,15,1,29.5,15,1,
,7,Upper Hypertrophy,Face Pull,3,15,1,29.5,15,0,
01/10/2026,7,Lower Hypertrophy,Front Squat,1,10,1,53.0,10,1,
1:20:15,7,Lower Hypertrophy,Front Squat,2,10,1,53.0,10,1,
,7,Lower Hypertrophy,Front Squat,3,10,1,53.0,10,1,
,7,Lower Hypertrophy,Front Squat,4,10,1,49.5,10,0,
,7,Lower Hypertrophy,Romanian Deadlift,1,10,1,106.0,10,1,
,7,Lower Hypertrophy,Romanian Deadlift,2,10,1,106.0,10,1,
,7,Lower Hypertrophy,Romanian Deadlift,3,10,1,106.0,10,1,
,7,Lower Hypertrophy,Romanian Deadlift,4,10,1,106.0,10,0,
,7,Lower Hypertrophy,Leg Extension,1,15,1,57.5,15,1,
,7,Lower Hypertrophy,Leg Extension,2,15,1,57.5,15,1,
,7,Lower Hypertrophy,Leg Extension,3,15,1,60.5,15,0,
,7,Lower Hypertrophy,Leg Extension,4,15,1,55.0,14,0,
,7,Lower Hypertrophy,Leg Curl,1,15,1,59.0,15,1,
,7,Lower Hypertrophy,Leg Curl,2,15,1,59.0,15,1,
,7,Lower Hypertrophy,Leg Curl,3,15,1,53.0,15,1,
,7,Lower Hypertrophy,Leg Curl,4,15,1,50.0,15,0,
,7,Lower Hypertrophy,Seated Calf Raise,1,15,1,71.0,15,1,
,7,Lower Hypertrophy,Seated Calf Raise,2,15,1,71.0,15,1,
,7,Lower Hypertrophy,Seated Calf Raise,3,15,1,71.0,15,1,
,7,Lower Hypertrophy,Seated Calf Raise,4,15,1,71.0,15,0,
,7,Lower Hypertrophy,Hip Thrust,1,12,1,47.0,12,1,
,7,Lower Hypertrophy,Hip Thrust,2,12,1,47.0,12,1,
,7,Lower Hypertrophy,Hip Thrust,3,12,1,47.0,12,0,
04/10/2026,8,Upper Power,Barbell Bench Press,1,5,1,97.5,5,1,
1:22:10,8,Upper Power,Barbell Bench Press,2,5,1,97.5,5,1,
,8,Upper Power,Barbell Bench Press,3,5,1,97.5,5,1,
,8,Upper Power,Barbell Bench Press,4,5,1,94.0,5,0,
,8,Upper Power,Barbell Row,1,5,1,72.5,5,1,
,8,Upper Power,Barbell Row,2,5,1,72.5,5,1,
,8,Upper Power,Barbell Row,3,5,1,79.5,5,1,
,8,Upper Power,Barbell Row,4,5,1,79.5,5,0,
,8,Upper Power,Overhead Press,1,6,1,50.5,6,1,
,8,Upper Power,Overhead Press,2,6,1,50.5,6,0,
,8,Upper Power,Overhead Press,3,6,1,50.5,5,0,
,8,Upper Power,Weighted Pull-ups,1,6,1,18.5,6,1,
,8,Upper Power,Weighted Pull-ups,2,6,1,18.5,6,1,
,8,Upper Power,Weighted Pull-ups,3,6,1,18.5,6,0,
,8,Upper Power,Barbell Curl,1,8,1,10.0,8,1,
,8,Upper Power,Barbell Curl,2,8,1,12.0,8,1,
,8,Upper Power,Barbell Curl,3,8,1,12.0,8,0,
,8,Upper Power,Skull Crushers,1,8,1,12.0,8,1,
,8,Upper Power,Skull Crushers,2,8,1,12.0,8,1,
,8,Upper Power,Skull Crushers,3,8,1,12.0,8,0,
05/10/2026,8,Lower Power,Barbell Squat,1,5,1,85.5,5,1,
1:18:45,8,Lower Power,Barbell Squat,2,5,1,85.5,5,1,
,8,Lower Power,Barbell Squat,3,5,1,85.5,5,1,
,8,Lower Power,Barbell Squat,4,5,1,85.5,5,0,
,8,Lower Power,Deadlift,1,5,1,128.0,5,1,
,8,Lower Power,Deadlift,2,5,1,128.0,5,1,
,8,Lower Power,Deadlift,3,5,1,128.0,5,1,
,8,Lower Power,Deadlift,4,5,1,128.0,5,0,
,8,Lower Power,Leg Press,1,8,1,134.0,8,1,
,8,Lower Power,Leg Press,2,8,1,134.0,8,1,
,8,Lower Power,Leg Press,3,8,1,134.0,8,0,
,8,Lower Power,Leg Curl,1,8,1,79.5,8,1,
,8,Lower Power,Leg Curl,2,8,1,79.5,8,1,
,8,Lower Power,Leg Curl,3,8,1,79.5,8,0,
,8,Lower Power,Standing Calf Raise,1,10,1,36.5,10,1,
,8,Lower Power,Standing Calf Raise,2,10,1,36.5,10,1,
,8,Lower Power,Standing Calf Raise,3,10,1,36.5,10,1,
,8,Lower Power,Standing Calf Raise,4,10,1,36.5,10,0,
07/10/2026,8,Upper Hypertrophy,Incline Dumbbell Press,1,12,1,31.5,12,1,
1:28:30,8,Upper Hypertrophy,Incline Dumbbell Press,2,12,1,31.5,12,1,
,8,Upper Hypertrophy,Incline Dumbbell Press,3,12,1,29.5,12,1,
,8,Upper Hypertrophy,Incline Dumbbell Press,4,12,1,26.5,12,0,
,8,Upper Hypertrophy,Cable Row,1,12,1,50.0,12,1,
,8,Upper Hypertrophy,Cable Row,2,12,1,56.5,12,1,
,8,Upper Hypertrophy,Cable Row,3,12,1,56.5,12,1,
,8,Upper Hypertrophy,Cable Row,4,12,1,50.0,12,0,
,8,Upper Hypertrophy,Dumbbell Lateral Raise,1,15,1,8.5,15,1,
,8,Upper Hypertrophy,Dumbbell Lateral Raise,2,15,1,8.5,15,1,
,8,Upper Hypertrophy,Dumbbell Lateral Raise,3,15,1,8.5,15,1,
,8,Upper Hypertrophy,Dumbbell Lateral Raise,4,15,1,8.5,15,0,
,8,Upper Hypertrophy,Lat Pulldown,1,12,1,57.5,12,1,
,8,Upper Hypertrophy,Lat Pulldown,2,12,1,61.0,12,1,
,8,Upper Hypertrophy,Lat Pulldown,3,12,1,66.0,12,1,
,8,Upper Hypertrophy,Lat Pulldown,4,12,1,57.5,12,0,
,8,Upper Hypertrophy,Dumbbell Curl,1,12,1,7.5,12,1,
,8,Upper Hypertrophy,Dumbbell Curl,2,12,1,10.0,12,1,
,8,Upper Hypertrophy,Dumbbell Curl,3,12,1,8.5,12,0,
,8,Upper Hypertrophy,Tricep Pushdown,1,12,1,55.0,12,1,
,8,Upper Hypertrophy,Tricep Pushdown,2,12,1,55.0,12,1,
,8,Upper Hypertrophy,Tricep Pushdown,3,12,1,55.0,12,0,
,8,Upper Hypertrophy,Face Pull,1,15,1,36.5,15,1,
,8,Upper Hypertrophy,Face Pull,2,15,1,30.5,15,1,
,8,Upper Hypertrophy,Face Pull,3,15,1,30.5,15,0,
08/10/2026,8,Lower Hypertrophy,Front Squat,1,10,1,55.0,10,1,
1:20:15,8,Lower Hypertrophy,Front Squat,2,10,1,55.0,10,1,
,8,Lower Hypertrophy,Front Squat,3,10,1,55.0,10,1,
,8,Lower Hypertrophy,Front Squat,4,10,1,51.0,10,0,
,8,Lower Hypertrophy,Romanian Deadlift,1,10,1,110.0,10,1,
,8,Lower Hypertrophy,Romanian Deadlift,2,10,1,110.0,10,1,
,8,Lower Hypertrophy,Romanian Deadlift,3,10,1,110.0,10,1,
,8,Lower Hypertrophy,Romanian Deadlift,4,10,1,110.0,10,0,
,8,Lower Hypertrophy,Leg Extension,1,15,1,58.0,15,1,
,8,Lower Hypertrophy,Leg Extension,2,15,1,58.0,15,1,
,8,Lower Hypertrophy,Leg Extension,3,15,1,61.0,15,0,
,8,Lower Hypertrophy,Leg Extension,4,15,1,55.5,14,0,
,8,Lower Hypertrophy,Leg Curl,1,15,1,61.0,15,1,
,8,Lower Hypertrophy,Leg Curl,2,15,1,61.0,15,1,
,8,Lower Hypertrophy,Leg Curl,3,15,1,55.0,15,1,
,8,Lower Hypertrophy,Leg Curl,4,15,1,52.0,15,0,
,8,Lower Hypertrophy,Seated Calf Raise,1,15,1,73.0,15,1,
,8,Lower Hypertrophy,Seated Calf Raise,2,15,1,73.0,15,1,
,8,Lower Hypertrophy,Seated Calf Raise,3,15,1,73.0,15,1,
,8,Lower Hypertrophy,Seated Calf Raise,4,15,1,73.0,15,0,
11/10/2026,9,Upper Power,Barbell Bench Press,1,5,1,101.0,5,1,
1:22:10,9,Upper Power,Barbell Bench Press,2,5,1,101.0,5,1,
,9,Upper Power,Barbell Bench Press,3,5,1,101.0,5,1,
,9,Upper Power,Barbell Bench Press,4,5,1,97.0,5,0,
,9,Upper Power,Barbell Row,1,5,1,75.0,5,1,
,9,Upper Power,Barbell Row,2,5,1,75.0,5,1,
,9,Upper Power,Barbell Row,3,5,1,82.0,5,1,
,9,Upper Power,Barbell Row,4,5,1,82.0,5,0,
,9,Upper Power,Overhead Press,1,6,1,50.0,6,1,
,9,Upper Power,Overhead Press,2,6,1,50.0,6,0,
,9,Upper Power,Overhead Press,3,6,1,50.0,5,0,
,9,Upper Power,Weighted Pull-ups,1,6,1,19.0,6,1,
,9,Upper Power,Weighted Pull-ups,2,6,1,19.0,6,1,
,9,Upper Power,Weighted Pull-ups,3,6,1,19.0,6,0,
,9,Upper Power,Barbell Curl,1,8,1,10.5,8,1,
,9,Upper Power,Barbell Curl,2,8,1,12.5,8,1,
,9,Upper Power,Barbell Curl,3,8,1,12.5,8,0,
,9,Upper Power,Skull Crushers,1,8,1,12.5,8,1,
,9,Upper Power,Skull Crushers,2,8,1,12.5,8,1,
,9,Upper Power,Skull Crushers,3,8,1,12.5,8,0,
12/10/2026,9,Lower Power,Barbell Squat,1,5,1,88.0,5,1,
1:18:45,9,Lower Power,Barbell Squat,2,5,1,88.0,5,1,
,9,Lower Power,Barbell Squat,3,5,1,88.0,5,1,
,9,Lower Power,Barbell Squat,4,5,1,88.0,5,0,
,9,Lower Power,Deadlift,1,5,1,132.5,5,1,
,9,Lower Power,Deadlift,2,5,1,132.5,5,1,
,9,Lower Power,Deadlift,3,5,1,132.5,5,1,
,9,Lower Power,Deadlift,4,5,1,132.5,5,0,
,9,Lower Power,Leg Press,1,8,1,138.5,8,1,
,9,Lower Power,Leg Press,2,8,1,138.5,8,1,
,9,Lower Power,Leg Press,3,8,1,138.5,8,0,
,9,Lower Power,Leg Curl,1,8,1,82.0,8,1,
,9,Lower Power,Leg Curl,2,8,1,82.0,8,1,
,9,Lower Power,Leg Curl,3,8,1,82.0,8,0,
,9,Lower Power,Standing Calf Raise,1,10,1,38.0,10,1,
,9,Lower Power,Standing Calf Raise,2,10,1,38.0,10,1,
,9,Lower Power,Standing Calf Raise,3,10,1,38.0,10,1,
,9,Lower Power,Standing Calf Raise,4,10,1,38.0,10,0,
14/10/2026,9,Upper Hypertrophy,Incline Dumbbell Press,1,12,1,33.0,12,1,
1:28:30,9,Upper Hypertrophy,Incline Dumbbell Press,2,12,1,33.0,12,1,
,9,Upper Hypertrophy,Incline Dumbbell Press,3,12,1,30.5,12,1,
,9,Upper Hypertrophy,Incline Dumbbell Press,4,12,1,27.5,12,0,
,9,Upper Hypertrophy,Cable Row,1,12,1,52.0,12,1,
,9,Upper Hypertrophy,Cable Row,2,12,1,58.5,12,1,
,9,Upper Hypertrophy,Cable Row,3,12,1,58.5,12,1,
,9,Upper Hypertrophy,Cable Row,4,12,1,52.0,12,0,
,9,Upper Hypertrophy,Dumbbell Lateral Raise,1,15,1,9.0,15,1,
,9,Upper Hypertrophy,Dumbbell Lateral Raise,2,15,1,9.0,15,1,
,9,Upper Hypertrophy,Dumbbell Lateral Raise,3,15,1,9.0,15,1,
,9,Upper Hypertrophy,Dumbbell Lateral Raise,4,15,1,9.0,15,0,
,9,Upper Hypertrophy,Lat Pulldown,1,12,1,59.0,12,1,
,9,Upper Hypertrophy,Lat Pulldown,2,12,1,63.0,12,1,
,9,Upper Hypertrophy,Lat Pulldown,3,12,1,68.0,12,1,
,9,Upper Hypertrophy,Lat Pulldown,4,12,1,59.0,12,0,
,9,Upper Hypertrophy,Dumbbell Curl,1,12,1,7.5,12,1,
,9,Upper Hypertrophy,Dumbbell Curl,2,12,1,10.0,12,1,
,9,Upper Hypertrophy,Dumbbell Curl,3,12,1,9.0,12,0,
,9,Upper Hypertrophy,Tricep Pushdown,1,12,1,56.5,12,1,
,9,Upper Hypertrophy,Tricep Pushdown,2,12,1,56.5,12,1,
,9,Upper Hypertrophy,Tricep Pushdown,3,12,1,56.5,12,0,
,9,Upper Hypertrophy,Face Pull,1,15,1,38.0,15,1,
,9,Upper Hypertrophy,Face Pull,2,15,1,31.5,15,1,
,9,Upper Hypertrophy,Face Pull,3,15,1,31.5,15,0,
15/10/2026,9,Lower Hypertrophy,Front Squat,1,10,1,56.5,10,1,
1:20:15,9,Lower Hypertrophy,Front Squat,2,10,1,56.5,10,1,
,9,Lower Hypertrophy,Front Squat,3,10,1,56.5,10,1,
,9,Lower Hypertrophy,Front Squat,4,10,1,52.5,10,0,
,9,Lower Hypertrophy,Romanian Deadlift,1,10,1,113.5,10,1,
,9,Lower Hypertrophy,Romanian Deadlift,2,10,1,113.5,10,1,
,9,Lower Hypertrophy,Romanian Deadlift,3,10,1,113.5,10,1,
,9,Lower Hypertrophy,Romanian Deadlift,4,10,1,113.5,10,0,
,9,Lower Hypertrophy,Leg Extension,1,15,1,57.5,15,1,
,9,Lower Hypertrophy,Leg Extension,2,15,1,57.5,15,1,
,9,Lower Hypertrophy,Leg Extension,3,15,1,60.5,15,0,
,9,Lower Hypertrophy,Leg Extension,4,15,1,55.0,14,0,
,9,Lower Hypertrophy,Leg Curl,1,15,1,63.0,15,1,
,9,Lower Hypertrophy,Leg Curl,2,15,1,63.0,15,1,
,9,Lower Hypertrophy,Leg Curl,3,15,1,56.5,15,1,
,9,Lower Hypertrophy,Leg Curl,4,15,1,53.5,15,0,
,9,Lower Hypertrophy,Seated Calf Raise,1,15,1,75.5,15,1,
,9,Lower Hypertrophy,Seated Calf Raise,2,15,1,75.5,15,1,
,9,Lower Hypertrophy,Seated Calf Raise,3,15,1,75.5,15,1,
,9,Lower Hypertrophy,Seated Calf Raise,4,15,1,75.5,15,0,
,9,Lower Hypertrophy,Hip Thrust,1,12,1,50.5,12,1,
,9,Lower Hypertrophy,Hip Thrust,2,12,1,50.5,12,1,
,9,Lower Hypertrophy,Hip Thrust,3,12,1,50.5,12,0,
